ticker,description,coupon,par_value,maturity,redemption_date,exchange,current_price,52_week_high,52_week_low,volume,avg_volume,dividend_rate,dividend_yield,discount_to_par_pct,is_discount,range_width_pct,position_in_range_pct,current_yield_pct,coupon_pct,days_to_redemption,years_to_redemption,discount_num,yield_num,range_num
RWTN,Redwood Trust Inc 9.125% Senior Notes due 3/1/2029,9.125,25,2029-03-01,2026-03-01,NYSE,24.792999267578125,25.290000915527344,21.213647733888017,N/A,7206.8,N/A,N/A,0.8,True,19.2,87.8,N/A,9.125,-42,-0.1,0.8,,19.2
RWTP,Redwood Trust Inc 9.125% Senior Notes due 3/1/2030,9.125,25,2030-03-01,2027-03-01,NYSE,24.3799991607666,25.889999389648438,22.950000762939453,N/A,12256.4,N/A,N/A,2.5,True,12.8,48.6,N/A,9.125,323,0.9,2.5,,12.8
RZB,Reinsurance Group of America 5.75% Fixed/Float Sub Debentures due 6/15/2056,5.75,25,2056-06-15,2026-06-15,NYSE,25.079999923706055,25.15999984741211,22.76005770393288,N/A,72254.8,N/A,N/A,-0.3,False,10.5,96.7,N/A,5.75,64,0.2,-0.3,,10.5
RZC,Reinsurance Group of America Reset Rate Sub Debentures due 10/15/2052,7.0,25,2052-10-15,2027-10-15,NYSE,25.31999969482422,25.3799991607666,23.066719085541923,N/A,50224.8,N/A,N/A,-1.3,False,10.0,97.4,N/A,7.0,551,1.5,-1.3,,10.0
RWAY,Runway Growth Finance Corp. 7.50% Notes Due 07/28/2027,7.5,25,2027-07-28,2024-07-28,NGS,6.590000152587891,10.211830652083002,6.5269999504089355,N/A,354038.0,1.37,20.79,73.6,True,56.5,1.7,20.79,7.5,-623,-1.7,73.6,20.79,56.5
RWAYZ,Runway Growth Finance Corp. 8.00% Notes Due 12/31/2027,8.0,25,2027-12-31,2024-12-31,NGS,24.989999771118164,25.09000015258789,22.939959394540345,N/A,6287.5,N/A,N/A,0.0,True,9.4,95.3,N/A,8.0,-467,-1.3,0.0,,9.4
SCCD,Sachem Capital Corp. 6.00% Notes due 12/30/2026,6.0,25,2026-12-30,2023-12-20,AMEX,24.5,24.75,19.62257060005779,N/A,4535.6,N/A,N/A,2.0,True,26.1,95.1,N/A,6.0,-844,-2.3,2.0,,26.1
SCCC,Sachem Capital Corp. 7.75% Notes due 9/30/2025,7.75,25,2025-09-30,2022-09-04,AMEX,24.989999771118164,25.010000228881836,23.30594100689912,N/A,4580.34188034188,N/A,N/A,0.0,True,7.3,98.8,N/A,7.75,-1316,-3.6,0.0,,7.3
SCCE,Sachem Capital Corp. 6.00% Notes due 03/30/2027,6.0,25,2027-03-30,2024-03-09,AMEX,24.020000457763672,24.68000030517578,17.907132366377578,N/A,4436.8,N/A,N/A,3.9,True,37.8,90.3,N/A,6.0,-764,-2.1,3.9,,37.8
SCCB,Sachem Capital Corp. 7.125% Notes due 6/30/2024,7.125,25,2024-06-30,2021-06-30,AMEX,24.979999542236328,24.979999542236328,24.979999542236328,N/A,466.0,N/A,N/A,0.1,True,0.0,,N/A,7.125,-1747,-4.8,0.1,,0.0
SCCG,Sachem Capital Corp. 8.00% Notes due 09/30/2027,8.0,25,2027-09-30,2024-08-23,AMEX,23.860000610351562,24.032066788593635,15.664562554523544,N/A,3597.2,N/A,N/A,4.6,True,53.4,97.9,N/A,8.0,-597,-1.6,4.6,,53.4
SAV,Saratoga Investment Corp 6.00% Notes due 4/30/2027,6.0,25,2027-04-30,2024-04-27,NYSE,25.299999237060547,25.549999237060547,24.950000762939453,N/A,33300.0,N/A,N/A,-1.2,False,2.4,58.3,N/A,6.0,-715,-2.0,-1.2,,2.4
SAR,Saratoga Investment Corp 7.50% Notes due 2/6/2031,7.5,25,2031-02-06,2028-02-06,NYSE,22.290000915527344,23.595711322640376,19.237513928641043,N/A,117632.4,3.0,13.46,10.8,True,22.7,70.0,13.46,7.5,665,1.8,10.8,13.46,22.7
SREA,Sempra Energy 5.75% Junior Subordinated Notes due 7/01/2079,5.75,25,2079-07-01,2024-10-01,NYSE,21.559999465942383,22.890428789907684,18.601185690944803,N/A,56727.6,N/A,N/A,13.8,True,23.1,69.0,N/A,5.75,-558,-1.5,13.8,,23.1
SOJD,Southern Co. Series 2020A 4.95% Junior Subordinated Notes due 1/30/2080,4.95,25,2080-01-30,2025-01-30,NYSE,20.149999618530273,21.746681309701575,18.416142268687057,N/A,95077.2,N/A,N/A,19.4,True,18.1,52.1,N/A,4.95,-437,-1.2,19.4,,18.1
SOJE,Southern Co. Series 2020C 4.20% Junior Subordinated Notes due 10/15/2060,4.2,25,2060-10-15,2025-10-15,NYSE,17.59000015258789,19.18106610628105,16.268518112080915,N/A,59370.4,N/A,N/A,29.6,True,17.9,45.4,N/A,4.2,-179,-0.5,29.6,,17.9
SOJF,Southern Co. Series 2025A 6.50% Junior Subordinated Notes due 3/15/2085,6.5,25,2085-03-15,2030-03-15,NYSE,25.34000015258789,25.738970421085867,23.401340790292405,N/A,52993.6,N/A,N/A,-1.4,False,10.0,82.9,N/A,6.5,1433,3.9,-1.4,,10.0
SOJC,Southern Co. 5.25% Series 2017B Junior Subordinated Notes due 12/1/2077,5.25,25,2077-12-01,2022-12-01,NYSE,21.479999542236328,23.338573668874186,19.890255189261683,N/A,26551.2,N/A,N/A,14.1,True,17.3,46.1,N/A,5.25,-1228,-3.4,14.1,,17.3
SRJN,Spire Inc. 6.375% Junior Subordinated Notes due 2086,6.375,25,2086-12-31,2030-12-31,NYSE,24.920000076293945,25.43000030517578,23.959999084472656,N/A,73044.8275862069,N/A,N/A,0.3,True,6.1,65.3,N/A,6.375,1724,4.7,0.3,,6.1
SF,Stifel Financial Corp. 5.20% Senior Notes due 10/15/2047,5.2,25,2047-10-15,2022-10-15,NYSE,77.23999786376953,89.41422842178926,50.6050398660481,N/A,1252201.2,1.26,1.63,-209.0,False,76.7,68.6,1.63,5.2,-1275,-3.5,-209.0,1.63,76.7
SSSSL,Sutter Rock Capital Corp 6.00% Notes due 12/30/2026,6.0,25,2026-12-30,2024-12-30,NCM,25.033000946044922,25.350000381469727,22.78324380444913,N/A,3960.4,N/A,N/A,-0.1,False,11.3,87.6,N/A,6.0,-468,-1.3,-0.1,,11.3
SWKHL,SWK Holdings Corp 9.00% Senior Notes due 01/31/2027,9.0,25,2027-01-31,2024-01-31,NGM,25.274999618530273,25.600000381469727,22.658107886118614,N/A,2888.0,N/A,N/A,-1.1,False,13.0,89.0,N/A,9.0,-802,-2.2,-1.1,,13.0
TVE,Tennessee Valley Authority Reset Rate Series A PARRS Power Bonds due 5/1/2029,7.0,25,2029-05-01,2024-05-01,NYSE,24.280000686645508,24.690000534057617,22.464859922083942,N/A,17428.8,N/A,N/A,2.9,True,9.9,81.6,N/A,7.0,-711,-1.9,2.9,,9.9
TVC,Tennessee Valley Authority Reset Rate Series D PARRS Power Bonds due 6/1/2028,7.0,25,2028-06-01,2023-06-01,NYSE,24.43000030517578,24.530000686645508,22.64197290820619,N/A,19587.6,N/A,N/A,2.3,True,8.3,94.7,N/A,7.0,-1046,-2.9,2.3,,8.3
TFSA,Terra Income Fund 6 Inc. 7.00% Notes Due 3/31/2026,7.0,25,2026-03-31,2023-02-10,NYSE,15.25,26.09363528715032,9.25,N/A,1552.892561983471,N/A,N/A,39.0,True,182.1,35.6,N/A,7.0,-1157,-3.2,39.0,,182.1
TMUSI,T-Mobile US 5.50% Senior Notes due 9/1/2070,5.5,25,2070-09-01,2025-09-01,NGS,21.760000228881836,24.799999237060547,21.1299991607666,N/A,56917.54385964912,N/A,N/A,13.0,True,17.4,17.2,N/A,5.5,-223,-0.6,13.0,,17.4
TMUSZ,T-Mobile US Inc. 5.50% Senior Notes due 3/1/2070,5.5,25,2070-03-01,2025-03-01,NGS,21.649999618530273,23.940000534057617,21.0,N/A,64163.15789473684,N/A,N/A,13.4,True,14.0,22.1,N/A,5.5,-407,-1.1,13.4,,14.0
TMUSL,T-Mobile US Inc. 6.25% Senior Notes due 9/1/2069,6.25,25,2069-09-01,2024-09-01,NGS,24.709999084472656,26.5,23.559999465942383,N/A,102835.08771929824,N/A,N/A,1.2,True,12.5,39.1,N/A,6.25,-588,-1.6,1.2,,12.5
TPGXL,TPG Operating Group II L.P. 6.95% Junior Subordinated Notes due 3/15/2064,6.95,25,2064-03-15,2029-03-15,NGS,25.020000457763672,25.35941406480823,21.94973092379932,N/A,19702.8,N/A,N/A,-0.1,False,15.5,90.0,N/A,6.95,1068,2.9,-0.1,,15.5
TRINZ,Trinity Capital Inc. 7.875% Notes Due 03/30/2029,7.875,25,2029-03-30,2026-03-30,NGS,25.209999084472656,25.329999923706055,22.953121945066286,N/A,12268.8,N/A,N/A,-0.8,False,10.4,95.0,N/A,7.875,-13,-0.0,-0.8,,10.4
TRINI,Trinity Capital Inc. 7.875% Notes Due 9/30/2029,7.875,25,2029-09-30,2026-09-30,NGS,25.165000915527344,25.329999923706055,22.99153460672529,N/A,12200.4,N/A,N/A,-0.7,False,10.2,92.9,N/A,7.875,171,0.5,-0.7,,10.2
TWOD,Two Harbors Investment Corp 9.375% Senior Notes due 8/15/2030,9.375,25,2030-08-15,2027-05-15,NYSE,25.559999465942383,26.190000534057617,25.049999237060547,N/A,29981.858407079646,N/A,N/A,-2.2,False,4.6,44.7,N/A,9.375,398,1.1,-2.2,,4.6
UNMA,Unum Group 6.25% Junior Subordinated Notes due 6/15/2058,6.25,25,2058-06-15,2023-06-15,NYSE,23.34000015258789,23.89541123379452,21.60486209641912,N/A,19585.2,N/A,N/A,6.6,True,10.6,75.8,N/A,6.25,-1032,-2.8,6.6,,10.6
WHLRL,Wheeler Real Estate Investment Trust Senior Sub Convertible Notes Due 2031,7.0,25,2031-12-31,2024-01-01,NCM,80.01000213623047,170.4600067138672,78.0,N/A,3519.1714285714284,N/A,N/A,-220.0,False,118.5,2.2,N/A,7.0,-832,-2.3,-220.0,,118.5
WHFCL,WhiteHorse Finance Inc. 7.875% Notes Due 09/15/2028,7.875,25,2028-09-15,2025-09-15,NGS,25.235000610351562,25.459999084472656,23.163426729544266,N/A,2768.4,N/A,N/A,-0.9,False,9.9,90.2,N/A,7.875,-209,-0.6,-0.9,,9.9
